# BEAST v1.8.2, r6687
# Generated Sat Apr 30 12:13:15 CDT 2022 [seed=1651338794855]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	clock.rate	treeLikelihood	coalescent
149000	-3219.01472017327	-22.59055915069955	-3196.4241610225704	5.136004089500266	3.7424588461987356	1.0	-3196.4241610225704	-21.27081630978805
150000	-3219.0592306997787	-23.01795577468967	-3196.041274925089	4.858710816572461	3.349344817225376	1.0	-3196.041274925089	-21.809191024928012
151000	-3223.08691947439	-25.04503061377277	-3198.0418888606173	7.032235565339791	2.341384664908345	1.0	-3198.0418888606173	-24.194288122270226
152000	-3221.455003650417	-25.579833747497318	-3195.87516990292	6.400150229643108	6.523186807520092	1.0	-3195.87516990292	-23.704470716810413
153000	-3214.5535206661148	-20.75195934939293	-3193.8015613167217	3.8094547778156773	3.555848529242236	1.0	-3193.8015613167217	-19.483365628474644
154000	-3218.3185713369226	-23.760413616903175	-3194.5581577200196	5.045120081442376	5.5813497623248525	1.0	-3194.5581577200196	-22.040982976871565
155000	-3221.1729598710067	-25.307420610055654	-3195.865539260951	6.148231638987388	5.507511900951739	1.0	-3195.865539260951	-23.601307649500853
156000	-3219.3229045235057	-23.76667430758793	-3195.556230215918	3.069664111514657	5.631688317341856	1.0	-3195.556230215918	-22.03826503164464
157000	-3215.95113050473	-19.458572395080296	-3196.4925581096495	2.944266241716336	2.3881766931275172	1.0	-3196.4925581096495	-18.58804221019027
158000	-3218.7876680023883	-20.790637938286228	-3197.997030064102	4.399772062868065	2.5640851219888106	1.0	-3197.997030064102	-19.849036200875283
159000	-3219.0034946048254	-24.69505101266819	-3194.3084435921573	5.437317946804585	6.2309931672093315	1.0	-3194.3084435921573	-22.865515275686818
160000	-3219.19061495335	-20.881099630556236	-3198.309515322794	2.980070790315183	2.006261203039938	1.0	-3198.309515322794	-20.184826738605885
161000	-3212.510789322166	-19.18151359235133	-3193.329275729815	4.348422488901957	2.257774031245225	1.0	-3193.329275729815	-18.367134206368064
162000	-3221.8112553664323	-27.102180723048477	-3194.7090746433837	20.274609072951723	4.912797907595573	1.0	-3194.7090746433837	-25.510337104924247
163000	-3219.831152736235	-25.577047009671098	-3194.254105726564	16.65662606129715	3.518732020063273	1.0	-3194.254105726564	-24.3189463065294
164000	-3216.4197906797417	-22.802548058841293	-3193.6172426209005	4.786419628914677	2.003782548412055	1.0	-3193.6172426209005	-22.107511390282596
165000	-3218.889138186181	-24.559728774134758	-3194.329409412046	4.3744377714589415	5.597052227854122	1.0	-3194.329409412046	-22.837488702867585
166000	-3216.896493010481	-21.12656843046155	-3195.7699245800195	4.920657283056036	1.9286304618922694	1.0	-3195.7699245800195	-20.469758284670885
167000	-3216.7219530720463	-21.987263873585672	-3194.7346891984607	5.151856232130192	1.7315072460384824	1.0	-3194.7346891984607	-21.438271603901008
168000	-3219.9354626417166	-19.932625513093292	-3200.0028371286235	3.232794823684529	2.45423556857244	1.0	-3200.0028371286235	-19.034810177698372
169000	-3215.720164876841	-20.027482262395214	-3195.692682614446	3.648021566831937	2.476511585136313	1.0	-3195.692682614446	-19.120631311332012
170000	-3219.9987604329463	-25.32833489503146	-3194.670425537915	12.76968222385728	2.9824433460136985	1.0	-3194.670425537915	-24.235592015690944
171000	-3211.787330664406	-19.93128956686699	-3191.856041097539	2.9733807085328237	2.7443217847236987	1.0	-3191.856041097539	-18.92175559539345
172000	-3215.304438689836	-20.802813033808707	-3194.501625656027	5.893977523868709	2.600040373014885	1.0	-3194.501625656027	-19.847286060819183
173000	-3213.4185342766004	-21.089533471218147	-3192.3290008053823	3.3198966827035696	3.1725246033591676	1.0	-3192.3290008053823	-19.935005795445857
174000	-3215.88174911271	-22.250970514841505	-3193.630778597869	3.7139144630393752	1.9159839295858223	1.0	-3193.630778597869	-21.600739222809317
175000	-3219.2725981146423	-23.350948385728756	-3195.9216497289135	9.664007918134535	3.297518042414993	1.0	-3195.9216497289135	-22.1577783085908
176000	-3220.8851647359966	-23.16620164785244	-3197.718963088144	5.65406128708645	4.2459723660734925	1.0	-3197.718963088144	-21.7202307928183
177000	-3215.9230897852312	-21.752542340399387	-3194.1705474448318	4.272508905566364	2.9341812294273057	1.0	-3194.1705474448318	-20.676113893865242
178000	-3220.2125754437043	-23.694626046133468	-3196.5179493975706	12.190736797013404	3.333957594186059	1.0	-3196.5179493975706	-22.490465981086096
179000	-3223.57021968562	-24.311469370598285	-3199.2587503150216	9.419047814626891	4.007179853743928	1.0	-3199.2587503150216	-22.923381655064144
180000	-3214.3806332063077	-21.497909342422975	-3192.8827238638846	4.118882649404969	3.210346744529353	1.0	-3192.8827238638846	-20.3315303910122
181000	-3215.368634239256	-22.311860822097515	-3193.0567734171586	3.8189453863747076	1.9339817676950934	1.0	-3193.0567734171586	-21.65227985236261
182000	-3218.3624516670106	-23.30275442915987	-3195.0596972378507	5.063456103502895	4.70560273331776	1.0	-3195.0596972378507	-21.754000559477568
183000	-3214.788368794883	-21.6912074388917	-3193.0971613559914	3.8804043932189787	3.4772316511589105	1.0	-3193.0971613559914	-20.44497096422591
184000	-3218.6829195031373	-22.94135638034874	-3195.7415631227886	2.7461908917173163	5.134085508214657	1.0	-3195.7415631227886	-21.3054546427571
185000	-3220.415298283743	-22.367404415282863	-3198.0478938684605	7.3316407715798295	3.273203868889978	1.0	-3198.0478938684605	-21.18163513362238
186000	-3216.247559349578	-18.695161948532114	-3197.5523974010457	2.872945747861912	2.1311562371994883	1.0	-3197.5523974010457	-17.9384972817261
187000	-3219.4285865986976	-21.056041306615366	-3198.372545292082	5.354199364822257	2.534015375897779	1.0	-3198.372545292082	-20.126236156898294
