# BEAST v1.8.2, r6687
# Generated Sat Apr 30 11:36:40 CDT 2022 [seed=1651336600336]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	clock.rate	treeLikelihood	coalescent
128000	-2076.3950232722304	2.6065837756322106	-2079.0016070478628	0.6657981781762844	0.2754806065176852	1.0	-2079.0016070478628	1.317345729000077
129000	-2080.2008203047358	1.7238546199776195	-2081.9246749247136	0.7172503710072059	0.24232548012931687	1.0	-2081.9246749247136	0.3063811227167361
130000	-2076.1447763687597	2.185072910840992	-2078.3298492796007	0.6829687978563189	0.3238294915288469	1.0	-2078.3298492796007	1.0575347484139774
131000	-2082.0600326014974	1.3950543042235228	-2083.4550869057207	0.6702824606618232	0.4889516349226533	1.0	-2083.4550869057207	0.6795626037360845
132000	-2083.7781701770955	0.23371562526049838	-2084.011885802356	0.7307831425496597	0.4987223646720441	1.0	-2084.011885802356	-0.4619900962315696
133000	-2080.1113245562406	-0.14606741486804437	-2079.9652571413726	0.6733888661610359	0.6368905037848785	1.0	-2079.9652571413726	-0.5972249466407318
134000	-2077.8990172342646	1.6231363773760745	-2079.5221536116405	0.7491739556359677	0.2711466340771742	1.0	-2079.5221536116405	0.31804085809547367
135000	-2077.8103366711825	2.1301022562533314	-2079.940438927436	0.7017281812286337	0.3312690565419846	1.0	-2079.940438927436	1.0252778821002357
136000	-2079.645771353603	2.1761267892769123	-2081.82189814288	0.694184610711148	0.3947010301970755	1.0	-2081.82189814288	1.2465001030363687
137000	-2078.9144882530904	2.1223464206494693	-2081.03683467374	0.578674147700099	0.19576707586911152	1.0	-2081.03683467374	0.49151670578148776
138000	-2080.882171456902	2.014032143916272	-2082.8962036008184	0.6524534512405177	0.22616341861229783	1.0	-2082.8962036008184	0.5275346941067904
139000	-2081.71363372144	1.1055892666848735	-2082.819222988125	0.6535057649333261	0.544513654770501	1.0	-2082.819222988125	0.49772700739308695
140000	-2080.9848786985267	1.258355441309921	-2082.2432341398367	0.6791168329721334	0.28332064509978944	1.0	-2082.2432341398367	-0.002820559859450622
141000	-2080.2173869111907	1.5515102043288889	-2081.7688971155194	0.6540249598838836	0.39549178213298963	1.0	-2081.7688971155194	0.623884933913781
142000	-2078.6616314028843	1.3922931383338724	-2080.0539245412183	0.788161130080865	0.39648771542252403	1.0	-2080.0539245412183	0.467182917405746
143000	-2077.9964807114357	3.0434450584156014	-2081.0399257698514	0.6528222807538824	0.29678590285539136	1.0	-2081.0399257698514	1.8287007924807124
144000	-2082.321689837361	0.7434936245826242	-2083.065183461944	0.7135609182745585	0.18326484038765434	1.0	-2083.065183461944	-0.9533293325317043
145000	-2081.416639330733	2.4472603599785594	-2083.863899690711	0.6053001508057064	0.38592240784892545	1.0	-2083.863899690711	1.495141414319416
146000	-2079.6932634458617	2.1035693417461214	-2081.796832787608	0.6818106398748432	0.30626175596878874	1.0	-2081.796832787608	0.9202542107230267
147000	-2077.779496927501	1.2579883560488536	-2079.03748528355	0.7192170248147235	0.503417008812668	1.0	-2079.03748528355	0.5716519470649698
148000	-2081.9843062968685	1.8254486789985018	-2083.809754975867	0.625764960669074	0.28275197802329194	1.0	-2083.809754975867	0.562263510649635
149000	-2079.1785588420403	2.452655217850855	-2081.631214059891	0.7053223720076113	0.27958286049483666	1.0	-2081.631214059891	1.1781986472594483
150000	-2080.7436829103235	1.7832190307464761	-2082.52690194107	0.5670707104806041	0.38285034730524026	1.0	-2082.52690194107	0.8231079264805375
151000	-2079.107298687012	0.9208015534142606	-2080.0281002404263	0.6157757229084094	0.518886065275926	1.0	-2080.0281002404263	0.2647306060916502
152000	-2078.0462553455213	2.071253302664976	-2080.1175086481862	0.6128892428323504	0.244664834998689	1.0	-2080.1175086481862	0.6633872772198419
153000	-2080.085280690447	-1.8058008036242699	-2078.2794798868226	0.6869776866763936	0.8694953532230867	1.0	-2078.2794798868226	-1.9456430930206143
154000	-2085.5114507267317	0.5105645840335218	-2086.0220153107653	0.8339776017946157	0.37298158922484814	1.0	-2086.0220153107653	-0.47566163516949755
155000	-2077.5797336880505	1.205012236431642	-2078.784745924482	0.7145404889156449	0.2579307571906207	1.0	-2078.784745924482	-0.1500518766321255
156000	-2084.36940228642	-0.3083398871460272	-2084.0610623992743	0.7577688254911058	0.6139826804639836	1.0	-2084.0610623992743	-0.7961284460922485
157000	-2080.2909540277687	1.5754146822134423	-2081.866368709982	0.7369710170906054	0.20624257440016627	1.0	-2081.866368709982	-0.0032875751103094153
158000	-2081.9044446493567	1.2021052693360894	-2083.106549918693	0.6717768947183829	0.4532405704646679	1.0	-2083.106549918693	0.41077303550260125
159000	-2081.8323352267407	1.8601836361586732	-2083.6925188628993	0.59394615011033	0.21051936585508693	1.0	-2083.6925188628993	0.302006005378872
160000	-2078.4752224218337	2.2472157565140263	-2080.7224381783476	0.748579611933983	0.2760255375117689	1.0	-2080.7224381783476	0.9599538661852143
161000	-2076.9557693593656	1.7699998195895408	-2078.725769178955	0.7370387039191314	0.3638298540716248	1.0	-2078.725769178955	0.758930865093715
162000	-2077.167869051807	2.7968354361826924	-2079.96470448799	0.6773873325201965	0.22138748340150302	1.0	-2079.96470448799	1.2889946420084424
163000	-2080.805236638023	1.2209602799442234	-2082.0261969179674	0.6926507008922304	0.3201246433617853	1.0	-2082.0261969179674	0.08191543142191349
164000	-2078.964415825957	3.176573041739108	-2082.1409888676963	0.6514149280964009	0.29814470888369277	1.0	-2082.1409888676963	1.9663967316775628
165000	-2078.4693669441826	0.8506455716382679	-2079.320012515821	0.7003321141645288	0.19567651509268028	1.0	-2079.320012515821	-0.7806468447792496
166000	-2078.346646366468	0.9508397297806067	-2079.2974860962486	0.6673788126138646	0.502453729864908	1.0	-2079.2974860962486	0.26258800662125903
167000	-2078.3130873928785	2.2391936685707057	-2080.5522810614493	0.6243739365219451	0.40031314566886494	1.0	-2080.5522810614493	1.3236854945903962
168000	-2077.8718466621713	2.063510758881278	-2079.9353574210527	0.6655622531071418	0.3189472221146336	1.0	-2079.9353574210527	0.9207811210794603
169000	-2078.235040502454	1.2882383885012088	-2079.523278890955	0.7112464956683887	0.2675911652341336	1.0	-2079.523278890955	-0.030056577591984546
170000	-2081.2536277469	2.310732792321475	-2083.5643605392215	0.6706204695341442	0.15986461512230418	1.0	-2083.5643605392215	0.47730481489594156
